Country;Salesperson;Order Date;OrderID;Order Amount
UK;King;12/02/2005;10876;917,00
USA;Leverling;12/02/2005;10879;611,30
USA;Peacock;12/02/2005;10878;1539,00
UK;Buchanan;13/02/2005;10870;160,00
USA;Peacock;13/02/2005;10884;1378,07
USA;Callahan;16/02/2005;10887;70,00
USA;Peacock;16/02/2005;10840;211,20
USA;Peacock;17/02/2005;10861;3523,40
USA;Peacock;17/02/2005;10863;441,15
UK;King;18/02/2005;10880;1500,00
UK;King;18/02/2005;10890;860,10
USA;Peacock;18/02/2005;10881;150,00
UK;Suyama;18/02/2005;10885;1209,00
USA;Davolio;19/02/2005;10877;1955,13
UK;King;19/02/2005;10891;368,93
USA;Peacock;19/02/2005;10892;2090,00
USA;Callahan;20/02/2005;10883;36,00
USA;Davolio;20/02/2005;10894;2753,10
UK;Dodsworth;20/02/2005;10893;5502,11
USA;Peacock;20/02/2005;10882;892,64
USA;Davolio;23/02/2005;10888;605,00
UK;Dodsworth;23/02/2005;10889;11380,00
UK;King;23/02/2005;10868;1920,60
USA;Leverling;23/02/2005;10895;6379,40
USA;Leverling;25/02/2005;10897;10835,24
UK;Buchanan;26/02/2005;10899;122,40
USA;Peacock;26/02/2005;10901;934,50
UK;King;27/02/2005;10896;750,50
USA;Leverling;27/02/2005;10904;1924,25
UK;Suyama;27/02/2005;10907;108,50
USA;Davolio;02/03/2005;10886;3127,50
USA;Fuller;02/03/2005;10915;539,50
UK;Suyama;02/03/2005;10914;537,50
USA;Davolio;03/03/2005;10902;863,43
USA;Peacock;03/03/2005;10875;709,55
USA;Peacock;03/03/2005;10906;427,50
USA;Davolio;04/03/2005;10900;33,75
USA;Davolio;04/03/2005;10910;452,90
USA;Fuller;04/03/2005;10919;1122,80
USA;Leverling;04/03/2005;10903;932,05
USA;Peacock;04/03/2005;10913;768,75
UK;Buchanan;05/03/2005;10922;742,50
USA;Leverling;05/03/2005;10911;858,00
UK;Dodsworth;06/03/2005;10905;342,00
USA;Peacock;06/03/2005;10898;30,00
USA;Peacock;06/03/2005;10908;663,10
USA;Davolio;09/03/2005;10916;686,70
USA;Davolio;09/03/2005;10921;1936,00
USA;Peacock;09/03/2005;10920;390,00
USA;Davolio;10/03/2005;10909;670,00
USA;Leverling;11/03/2005;10918;1447,50
USA;Peacock;11/03/2005;10917;365,89
USA;Peacock;11/03/2005;10926;514,40
USA;Leverling;12/03/2005;10934;500,00
UK;Suyama;12/03/2005;10929;1174,75
USA;Fuller;13/03/2005;10939;637,50
UK;King;13/03/2005;10923;748,80
UK;King;13/03/2005;10937;644,80
USA;Leverling;13/03/2005;10925;475,15
UK;Suyama;13/03/2005;10944;1025,33
USA;Leverling;16/03/2005;10938;2731,87
USA;Leverling;16/03/2005;10947;220,00
UK;Suyama;16/03/2005;10933;920,60
USA;Fuller;17/03/2005;10949;4422,00
USA;Davolio;18/03/2005;10928;137,50
UK;Dodsworth;18/03/2005;10942;560,00
USA;Fuller;18/03/2005;10912;6200,55
USA;Leverling;18/03/2005;10936;456,00
USA;Peacock;18/03/2005;10930;2255,50
USA;Peacock;18/03/2005;10935;619,50
USA;Peacock;18/03/2005;10945;245,00
USA;Davolio;19/03/2005;10946;1407,50
USA;Leverling;19/03/2005;10948;2362,25
USA;Peacock;19/03/2005;10931;799,20
USA;Peacock;19/03/2005;10943;711,00
UK;Buchanan;20/03/2005;10954;1659,53
USA;Callahan;20/03/2005;10955;74,40
UK;King;20/03/2005;10941;4011,75
UK;Suyama;20/03/2005;10956;677,00
USA;Callahan;23/03/2005;10940;360,00
USA;Callahan;23/03/2005;10962;3584,00
USA;Davolio;23/03/2005;10950;110,00
UK;Suyama;23/03/2005;10959;131,75
USA;Callahan;24/03/2005;10932;1788,63
USA;Davolio;24/03/2005;10952;471,20
USA;Leverling;24/03/2005;10964;2052,50
UK;Dodsworth;25/03/2005;10953;4441,25
UK;Dodsworth;26/03/2005;10963;57,80
USA;Peacock;26/03/2005;10972;251,50
USA;Callahan;27/03/2005;10957;1762,70
USA;Davolio;27/03/2005;10975;717,50
UK;King;27/03/2005;10958;781,00
UK;Suyama;27/03/2005;10973;291,55
USA;Callahan;30/03/2005;10961;1119,90
USA;Davolio;30/03/2005;10969;108,00
UK;Suyama;30/03/2005;10965;848,00
USA;Callahan;31/03/2005;10979;4813,50
USA;Davolio;01/04/2005;10968;1408,00
USA;Davolio;02/04/2005;10981;15810,00
USA;Fuller;02/04/2005;10967;910,40
USA;Fuller;02/04/2005;10971;1733,06
USA;Fuller;02/04/2005;10985;2023,38
USA;Fuller;02/04/2005;10989;1353,60
USA;Davolio;03/04/2005;10976;912,00
USA;Davolio;03/04/2005;10984;1809,75
USA;Davolio;03/04/2005;10992;69,60
USA;Leverling;03/04/2005;10974;439,00
USA;Callahan;06/04/2005;10987;2772,00
USA;Davolio;06/04/2005;10995;1196,00
USA;Fuller;06/04/2005;10983;720,90
USA;Davolio;07/04/2005;10991;2296,00
UK;Dodsworth;07/04/2005;10951;458,74
USA;Fuller;07/04/2005;10990;4288,85
USA;Fuller;08/04/2005;10982;1014,00
USA;Leverling;08/04/2005;10924;1835,70
USA;Leverling;08/04/2005;10960;265,35
USA;Leverling;08/04/2005;11003;326,00
USA;Peacock;08/04/2005;10927;800,00
USA;Peacock;08/04/2005;10966;1098,46
USA;Fuller;09/04/2005;10994;940,50
USA;Callahan;10/04/2005;10977;2233,00
USA;Fuller;10/04/2005;11005;586,00
USA;Fuller;10/04/2005;11009;616,50
USA;Fuller;10/04/2005;11013;361,00
UK;King;10/04/2005;10993;4895,44
USA;Leverling;10/04/2005;10988;3574,80
USA;Peacock;10/04/2005;10996;560,00
UK;Suyama;10/04/2005;10999;1197,95
USA;Callahan;13/04/2005;10997;1885,00
USA;Callahan;13/04/2005;11007;2633,90
UK;Dodsworth;13/04/2005;11016;491,50
USA;Leverling;13/04/2005;11011;933,50
USA;Fuller;14/04/2005;11000;903,75
USA;Fuller;14/04/2005;11001;2769,00
USA;Fuller;15/04/2005;11014;243,18
USA;Leverling;15/04/2005;11006;329,69
USA;Fuller;16/04/2005;11020;632,40
USA;Peacock;16/04/2005;11002;1811,10
USA;Peacock;16/04/2005;11018;1575,00
USA;Callahan;17/04/2005;10998;686,00
USA;Davolio;17/04/2005;11012;2825,30
USA;Peacock;17/04/2005;10980;248,00
USA;Davolio;20/04/2005;11027;877,72
UK;Dodsworth;20/04/2005;11017;6750,00
USA;Fuller;20/04/2005;11015;622,35
USA;Leverling;20/04/2005;11004;295,38
USA;Peacock;20/04/2005;11024;1966,81
USA;Callahan;21/04/2005;10986;2220,00
USA;Fuller;21/04/2005;11010;645,00
USA;Leverling;21/04/2005;11021;6306,24
USA;Callahan;22/04/2005;11036;1692,00
USA;Fuller;22/04/2005;11028;2160,00
UK;Dodsworth;23/04/2005;10978;1303,19
USA;Fuller;23/04/2005;11032;8902,50
UK;King;23/04/2005;11033;3232,80
USA;Callahan;24/04/2005;11046;1485,80
USA;Davolio;24/04/2005;11023;1500,00
UK;Dodsworth;24/04/2005;10970;224,00
USA;Fuller;24/04/2005;11035;1754,50
UK;Suyama;24/04/2005;11025;270,00
UK;Suyama;24/04/2005;11031;2393,50
USA;Callahan;27/04/2005;11034;539,40
UK;King;27/04/2005;11030;12615,05
UK;King;27/04/2005;11037;60,00
USA;Peacock;27/04/2005;11029;1286,80
USA;Leverling;28/04/2005;11041;1773,00
USA;Peacock;28/04/2005;11026;1030,00
UK;Buchanan;29/04/2005;11043;210,00
USA;Fuller;29/04/2005;11053;3055,00
USA;Davolio;30/04/2005;11038;732,60
UK;King;30/04/2005;11048;525,00
USA;Callahan;01/05/2005;11056;3740,00
USA;Fuller;01/05/2005;11042;405,75
UK;King;01/05/2005;11047;817,87
USA;Leverling;01/05/2005;11052;1332,00
USA;Leverling;01/05/2005;11057;45,00
USA;Peacock;01/05/2005;11044;591,60
